Title,Company,Location,Remote,SeniorityLevel,EmploymentType,Industries,DatePosted,NumApplicants,JobFunction1,JobFunction2,JobFunction3,Description,Url,JobID
"Software Engineer, Sustaining Engineering",Canonical,"Monterrey, Nuevo León, Mexico",REMOTE,N/A,Full-time,Software Development,2026-04-06T12:46:30.697580,25,Engineering,Information Technology,N/A,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation, and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person, in interesting locations around the world, to align on strategy and execution. The company is founder-led, profitable, and growing. We are hiring a Software Engineer, Sustaining Engineering for ... a fast-paced engineering role in Linux-based software-defined infrastructure and applications, covering all layers of the stack, including bare metal, virtualization (KVM) and containerization (Docker/LXC/LXD), storage (Ceph and Linux filesystems), networking (OVS, OVN and Core networking), up to OpenStack and Kubernetes, and the open source applications running on top of them. It will challenge you to show the breadth of engineering skill needed to work on almost any aspect of Ubuntu and the open source things people run with it. This role is an opportunity for a technologist with a passion for Linux and open source to build a career with Canonical and drive success for our customers, community and the company. If you have an affinity for open source development, great communication skills, and a passion for troubleshooting and fixing issues in technology used by millions across the world, then you will enjoy working with some of the best people in the industry at Canonical. Location: This is a remote role, we have teams in all time zones. This role deals with critical issues in the open source stack that require software engineering for upstream bug fixes. Our engineers have to be able to work productively at any level of the stack above the kernel, in a wide range of languages, to understand and address the software issues at hand. Our group is critical to the success of our enterprise customers, partners and Ubuntu itself. You will help with troubleshooting and driving issues to resolution with workarounds, guidance, and bug fixes to be released upstream and in Ubuntu. This role entails Resolving complex customer problems related to Ubuntu, Kernel, Ceph, OpenStack, or Kubernetes and other open source software Maintaining a close working relationship with Canonical's Field, Support and product engineering teams Participating in upstream communities Developing bug fixes, backporting patches, and working with upstream for inclusion Reviewing code produced by other engineers Demonstrating good judgement in technical methods and techniques Prioritizing work and managing your time effectively against those priorities Participating in team discussions to improve processes, tools, and documentation Maintaining clear, technical and concise communications Working from home and travel internationally up to 10% of work time for team meetings, events and conferences What we are looking for in you Professional experience as a software engineer Background in Computer Science, STEM or similar Strong experience with Linux, and at least one of the following: Ceph, OpenStack, Kubernetes or other cloud technologies Strong development-level experience with at least one of Python, Go, C or C++ on Linux Ability to troubleshoot with debugging tools like gdb Familiarity with git source code repositories and branches An exceptional academic track record Willingness to travel up to 4 times a year for internal events Nice-to-have skills You love technology and working with brilliant people You are curious, flexible, articulate, and accountable You value soft skills and are passionate, enterprising, thoughtful, and self-motivated You have interest in, and experience with most of the following: Ubuntu Linux - kernel or userspace, Kubernetes, OpenStack, Ceph, QEMU/KVM, LXC/LXD, Python, Go, C, Postgresql, Mongo, Debian packaging, distributed systems What we offer colleagues We consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognize outstanding performance. In addition to base pay, we offer a performance-driven annual bonus. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Distributed work environment with twice-yearly team sprints in person - we've been working remotely since 2004! Personal learning and development budget of USD 2,000 per year Annual compensation review Recognition rewards Annual holiday leave Maternity and paternity leave Employee Assistance Programme Opportunity to travel to new locations to meet colleagues from your team and others Priority Pass for travel and travel upgrades for long haul company events About Canonical Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open-source projects and the platform for AI, IoT, and the cloud, we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence; in order to succeed, we need to be the best at what we do. Most colleagues at Canonical have worked from home since our inception in 2004. Working here is a step into the future and will challenge you to think differently, work smarter, learn new skills, and raise your game. Canonical is an equal opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration.",https://mx.linkedin.com/jobs/view/software-engineer-sustaining-engineering-at-canonical-4397773116,4397773116
Software Project Owner,Aptiv,"Monterrey, Nuevo León, Mexico",ON-SITE,N/A,Full-time,Software Development,2026-04-06T12:46:32.765455,41,Information Technology,N/A,N/A,"Aptiv focuses on addressing the future needs of the auto industry through improved safety, electrification, and new mobility solutions. We are now uniquely positioned as the leading global technology company serving both the traditional automotive and new mobility markets. We are excited to announce that Aptiv is expanding its footprint in Monterrey within Advanced Safety and User Experience Engineering. As part of this expansion, we will be establishing a new facility in Mexico equipped with state-of-the-art technology and infrastructure. This expansion is part of our ongoing commitment to providing world-class products and services to our customers, and we are excited about the opportunities it presents. With our strong presence in the region and our talented team, we are well-positioned to deliver innovative solutions that improve the safety and reliability of vehicles. Job Summary: Our Software Project Owners work across a talented global development team to plan and deliver advanced driver-assistance systems (ADAS) and User Experience (UX) projects. In this role you will collaborate with the Customer and with internal stakeholders such as Systems Engineering, Validation and Algorithm development teams to ensure the quality and on-time delivery of the software. Your Role: The key job functions for Project Owner are as follows Own total software program quality Collaborate with Platform and Program Architects to define functional and non-functional requirements Participate in the Pre- and Post-Program Increment (PI) Planning to define the inputs, milestones, and high-level objectives Align with platform and component owners on PI customer objectives Work with Suppliers, making sure the requirements for supplier-delivered features are understood Decide about the release of deliveries in agreement with Software Quality Assurance and Release Manager Your Background: Bachelor’s degree in engineering discipline (computer science, software, computer or related field of study) 5+ years of experience with embedded software development 3+ years of experience with software project management leading global teams Possesses good communication skills Additional Background Preferences: Experience with Advanced Driver-Assistance Systems (ADAS) Working knowledge of AUTOSAR Experience with SDLC tools such as JIRA, Requirements management tools, and Configuration management tools Experience with Scaled Agile Framework (SAF) Experience with Automotive SPICE WHY JOIN US? You can grow at Aptiv. Aptiv provides an inclusive work environment where all individuals can grow and develop, regardless of gender, ethnicity or beliefs. You can have an impact. Safety is a core Aptiv value; we want a safer world for us and our children, one with: Zero fatalities, Zero injuries, Zero accidents. You have support. We ensure you have the resources and support you need to take care of your family and your physical and mental health with a competitive health insurance package. YOUR BENEFITS AT APTIV: Major Medical and Life Insurance Learning and development opportunities Recognition for innovation and excellence Opportunities to give back to the community Relocation assistance may be available Tuition Reimbursement APPLY TODAY, AND TOGETHER LET’S CHANGE TOMORROW! “Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law” Privacy Notice - Active Candidates: https://www.aptiv.com/privacy-notice-active-candidates Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.",https://mx.linkedin.com/jobs/view/software-project-owner-at-aptiv-4359330237,4359330237
